"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","GBH","GBD","GBA","IWH","IWD","IWA","SYH","SYD","SYA","WHH","WHD","WHA"
"338","SP2","10/03/02","Murcia","Albacete",0,0,"D",0,0,"D",2.35,2.75,2.9,2.4,2.6,2.7,2.375,2.75,2.9,2.4,2.8,2.75
"339","SP2","10/03/02","Oviedo","Recreativo",1,1,"D",0,0,"D",2.05,2.75,3.55,2.2,2.6,3,2.1,2.7,3.6,2.25,2.5,3.5
"340","SP2","10/03/02","Santander","Levante",4,2,"H",1,1,"D",1.45,3.45,6.5,1.4,3.2,6.5,1.444,3.4,7,1.4,3.6,7
"341","SP2","10/03/02","Xerez","Eibar",1,0,"H",0,0,"D",1.7,3,4.75,1.65,2.8,4.6,1.667,3,5,1.65,3,5
"342","SP2","16/03/02","Albacete","Ath Madrid",2,1,"H",2,1,"H",2.95,2.85,2.28,2.6,2.8,2.3,3,2.8,2.3,NA,NA,NA
"343","SP2","17/03/02","Badajoz","Gimnastic",2,1,"H",1,0,"H",1.85,2.9,4.15,1.85,2.9,3.4,1.8,3,4.333,NA,NA,NA
"344","SP2","17/03/02","Cordoba","Murcia",2,1,"H",0,0,"D",2,2.85,3.65,2,2.8,3.1,1.909,3,3.75,NA,NA,NA
"345","SP2","17/03/02","Elche","Xerez",4,0,"H",2,0,"H",2.35,2.7,3,2.3,2.7,2.7,2.25,2.8,3.1,NA,NA,NA
"346","SP2","17/03/02","Leganes","Jaen",2,0,"H",1,0,"H",2.15,2.8,3.3,2.2,2.7,2.9,2,2.875,3.6,NA,NA,NA
"347","SP2","17/03/02","Levante","Burgos",0,0,"D",0,0,"D",2.55,2.65,2.78,2.6,2.5,2.6,2.4,2.8,2.8,NA,NA,NA
"348","SP2","17/03/02","Numancia","Poli Ejido",3,0,"H",0,0,"D",1.85,2.9,4.15,1.75,2.9,3.8,1.8,3,4.333,NA,NA,NA
"349","SP2","17/03/02","Ferrol","Eibar",1,1,"D",1,1,"D",1.9,2.9,3.8,1.9,2.8,3.4,1.909,2.875,4,NA,NA,NA
"350","SP2","17/03/02","Recreativo","Extremadura",3,2,"H",2,2,"D",1.65,3.1,5,1.65,2.9,4.4,1.667,3.1,5,NA,NA,NA
"351","SP2","17/03/02","Salamanca","Santander",1,2,"A",0,1,"A",2.35,2.65,3.07,2.3,2.6,2.8,2.25,2.7,3.2,NA,NA,NA
"352","SP2","17/03/02","Sp Gijon","Oviedo",0,0,"D",0,0,"D",2.45,2.7,2.85,2.4,2.65,2.65,2.3,2.8,3,NA,NA,NA
"353","SP2","23/03/02","Ath Madrid","Cordoba",0,0,"D",0,0,"D",1.45,3.65,5.65,1.5,3.1,5.2,1.444,3.4,7,NA,NA,NA
"354","SP2","23/03/02","Eibar","Leganes",0,0,"D",0,0,"D",1.75,3.05,4.15,1.9,2.7,3.6,1.833,2.875,4.333,1.95,2.85,3.75
"355","SP2","23/03/02","Gimnastic","Numancia",3,1,"H",3,0,"H",2.2,2.85,3,2.4,2.6,2.7,2.2,2.8,3.2,2.45,2.75,2.75
"356","SP2","23/03/02","Xerez","Ferrol",2,1,"H",1,0,"H",1.67,3.2,4.35,1.8,2.8,3.7,1.727,3.1,4.5,1.85,2.9,4
"357","SP2","24/03/02","Burgos","Salamanca",0,0,"D",0,0,"D",2.2,2.85,3,2.3,2.6,2.8,2.2,2.7,3.3,2.2,2.6,3.4
"358","SP2","24/03/02","Poli Ejido","Albacete",2,0,"H",0,0,"D",2.57,2.85,2.5,2.5,2.6,2.6,2.7,2.8,2.5,2.6,2.7,2.65
"359","SP2","24/03/02","Extremadura","Sp Gijon",1,2,"A",1,2,"A",2.15,2.85,3.1,2.1,2.6,3,2.25,2.875,3,2.45,2.7,2.8
"360","SP2","24/03/02","Jaen","Levante",0,1,"A",0,0,"D",1.92,3,3.5,1.9,2.8,3.4,1.909,2.875,4,1.95,2.85,3.75
"361","SP2","24/03/02","Murcia","Elche",2,1,"H",1,0,"H",2.22,2.9,2.9,2.3,2.6,2.8,2.25,2.8,3.1,2.35,2.7,2.95
"362","SP2","24/03/02","Oviedo","Badajoz",1,0,"H",1,0,"H",1.67,3,4.75,1.75,2.7,4.2,1.667,3.1,5,1.75,2.8,4.8
"363","SP2","24/03/02","Santander","Recreativo",1,5,"A",0,1,"A",1.85,2.85,4,2,2.6,3.5,1.909,2.75,4.2,2.05,2.7,3.6
"364","SP2","30/03/02","Albacete","Gimnastic",1,0,"H",1,0,"H",1.55,3.25,5.65,1.6,3,4.6,1.571,3.25,5.5,1.65,3,5
"365","SP2","30/03/02","Cordoba","Poli Ejido",0,1,"A",0,0,"D",1.6,3.2,5.2,1.65,2.9,4.4,1.667,3.1,5,1.7,3,4.75
"366","SP2","30/03/02","Elche","Ath Madrid",5,1,"H",2,0,"H",3,2.8,2.3,2.7,2.7,2.3,2.8,2.875,2.375,2.8,2.85,2.35
"367","SP2","30/03/02","Leganes","Ferrol",2,2,"D",1,1,"D",2.35,2.7,3,2.3,2.7,2.7,2.3,2.75,3.1,2.35,2.85,2.8
"368","SP2","30/03/02","Numancia","Oviedo",1,2,"A",1,0,"H",2.6,2.65,2.75,2.6,2.5,2.6,2.5,2.8,2.7,2.6,2.7,2.65
"369","SP2","31/03/02","Badajoz","Extremadura",2,2,"D",1,2,"A",1.9,2.85,4,1.85,2.7,3.7,1.909,2.875,4,1.95,2.9,3.6
"370","SP2","31/03/02","Levante","Eibar",0,0,"D",0,0,"D",2.4,2.7,2.92,2.3,2.6,2.8,2.375,2.75,2.9,2.35,2.85,2.8
"371","SP2","31/03/02","Murcia","Xerez",0,0,"D",0,0,"D",2.67,2.7,2.6,2.6,2.6,2.5,2.5,2.8,2.7,2.6,2.75,2.6
"372","SP2","31/03/02","Recreativo","Burgos",0,1,"A",0,1,"A",1.7,3,4.8,1.65,2.9,4.4,1.667,3.1,5,1.65,3,5
"373","SP2","31/03/02","Salamanca","Jaen",0,1,"A",0,1,"A",1.75,3,4.5,1.75,2.8,4,1.8,3,4.333,1.75,2.9,4.5
"374","SP2","31/03/02","Sp Gijon","Santander",1,1,"D",0,1,"A",2.35,2.7,3,2.4,2.6,2.7,2.375,2.7,3,2.4,2.75,2.8
"375","SP2","06/04/02","Ath Madrid","Murcia",4,2,"H",2,1,"H",1.4,3.6,6.75,1.4,3.4,6,1.4,3.6,7.5,1.45,3.6,6
"376","SP2","06/04/02","Xerez","Leganes",3,3,"D",1,2,"A",1.5,3.3,6.1,1.45,3.3,5.5,1.5,3.4,6,1.45,3.6,6
"377","SP2","07/04/02","Burgos","Sp Gijon",0,0,"D",0,0,"D",2.35,2.65,3,2.3,2.7,2.7,2.25,2.8,3.1,2.3,2.7,3
"378","SP2","07/04/02","Eibar","Salamanca",0,1,"A",0,0,"D",2.15,2.7,3.45,2.2,2.7,2.9,2.1,2.75,3.5,2.3,2.7,3
"379","SP2","07/04/02","Poli Ejido","Elche",0,0,"D",0,0,"D",2.22,2.75,3.1,2.4,2.6,2.7,2.375,2.8,2.875,2.5,2.6,2.85
"380","SP2","07/04/02","Extremadura","Numancia",0,2,"A",0,1,"A",2.05,2.65,3.7,2.1,2.7,3,2,2.875,3.6,2.3,2.7,3
"381","SP2","07/04/02","Gimnastic","Cordoba",1,0,"H",0,0,"D",2.2,2.8,3.1,2.2,2.7,2.9,2.375,2.8,2.875,2.5,2.6,2.85
"382","SP2","07/04/02","Jaen","Recreativo",1,1,"D",0,0,"D",2.9,2.75,2.35,2.65,2.7,2.35,2.9,2.75,2.375,3,2.8,2.25
"383","SP2","07/04/02","Oviedo","Albacete",0,0,"D",0,0,"D",1.8,2.95,4.15,1.9,2.8,3.4,1.909,2.875,4,2,2.8,3.6
"384","SP2","07/04/02","Ferrol","Levante",1,2,"A",0,1,"A",1.7,3,4.7,1.7,2.9,4,1.667,3.1,5,1.7,3,4.75
"385","SP2","07/04/02","Santander","Badajoz",3,0,"H",0,0,"D",1.53,3.3,5.6,1.6,2.9,4.4,1.615,3.1,5.5,1.65,3,5
"386","SP2","13/04/02","Levante","Leganes",1,2,"A",1,0,"H",2.05,2.75,3.5,2.1,2.6,3.2,2.2,2.75,3.25,2.2,2.65,3.3
"387","SP2","13/04/02","Recreativo","Eibar",1,0,"H",0,0,"D",1.58,3.1,5.6,1.6,3,4.6,1.667,3.1,5,1.6,3.25,5
"388","SP2","14/04/02","Albacete","Extremadura",1,1,"D",1,1,"D",1.6,3.15,5.1,1.6,3,4.6,1.615,3.25,5,1.7,3.1,4.5
"389","SP2","14/04/02","Ath Madrid","Xerez",0,0,"D",0,0,"D",1.67,3.1,4.6,1.75,2.9,3.8,1.727,3.1,4.5,1.8,2.9,4.3
"390","SP2","14/04/02","Badajoz","Burgos",2,3,"A",1,1,"D",2.1,2.75,3.4,2.2,2.7,2.9,2.25,2.8,3.1,2.25,2.9,2.9
"391","SP2","14/04/02","Cordoba","Oviedo",0,1,"A",0,0,"D",2.4,2.75,2.8,2.6,2.5,2.6,2.5,2.75,2.75,2.65,2.65,2.65
"392","SP2","14/04/02","Elche","Gimnastic",1,0,"H",0,0,"D",1.65,3.15,4.75,1.6,3,4.6,1.615,3.1,5.5,1.7,3.1,4.5
"393","SP2","14/04/02","Murcia","Poli Ejido",0,1,"A",0,0,"D",1.85,2.9,4,1.9,2.8,3.4,2,2.875,3.6,2.1,2.75,3.4
"394","SP2","14/04/02","Numancia","Santander",0,1,"A",0,1,"A",2.4,2.65,2.9,2.6,2.5,2.6,2.5,2.75,2.75,2.6,2.75,2.6
"395","SP2","14/04/02","Salamanca","Ferrol",3,1,"H",1,0,"H",1.95,2.75,3.85,2.1,2.6,3.2,2,2.875,3.6,2.1,2.85,3.25
"396","SP2","14/04/02","Sp Gijon","Jaen",3,2,"H",2,1,"H",1.7,3.1,4.4,NA,NA,NA,1.8,3,4.333,1.9,3,3.6
"397","SP2","20/04/02","Burgos","Numancia",1,1,"D",0,1,"A",2.02,2.9,3.45,2.2,2.7,2.9,2,2.875,3.6,2.1,2.75,3.4
"398","SP2","20/04/02","Eibar","Sp Gijon",2,0,"H",1,0,"H",2.25,2.9,2.95,2.3,2.8,2.6,2.3,2.8,3,2.35,2.7,2.9
"399","SP2","20/04/02","Poli Ejido","Ath Madrid",1,2,"A",0,1,"A",3.2,3.05,2.05,2.6,2.8,2.3,3.6,2.875,2,3.3,2.8,2.1
"400","SP2","20/04/02","Extremadura","Cordoba",3,2,"H",2,0,"H",2.02,3,3.35,1.9,2.9,3.2,1.909,3,3.75,1.9,2.9,3.75
"401","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402","SP2","20/04/02","Gimnastic","Murcia",1,1,"D",0,0,"D",2.1,2.9,3.25,2.1,2.8,3,NA,NA,NA,2.1,2.85,3.25
"403","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","SP2","20/04/02","Jaen","Badajoz",0,1,"A",0,0,"D",2.17,2.9,3.1,2.1,2.8,3,2.1,2.8,3.4,2.1,2.85,3.25
"405","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","SP2","20/04/02","Leganes","Salamanca",3,1,"H",1,1,"D",2.1,2.9,3.25,1.9,2.8,3.4,2.2,2.7,3.3,2.1,2.75,3.35
"407","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408","SP2","20/04/02","Oviedo","Elche",3,6,"A",0,3,"A",1.75,3.1,4.25,1.85,3,3.3,1.8,2.875,4.5,1.75,3.05,4.2
"409","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410","SP2","20/04/02","Ferrol","Recreativo",1,1,"D",0,0,"D",2.65,2.85,2.5,2.6,2.8,2.3,NA,NA,NA,2.6,2.7,2.6
"411","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412","SP2","20/04/02","Santander","Albacete",3,1,"H",0,0,"D",1.62,3.3,4.85,1.65,3.1,4,1.667,3.25,4.5,1.6,3.2,5
"413","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","SP2","20/04/02","Xerez","Levante",0,1,"A",0,0,"D",1.42,3.75,6.35,1.5,3.4,4.7,1.4,3.6,7.5,1.44,3.45,6.5
"415","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416","SP2","27/04/02","Ath Madrid","Gimnastic",3,3,"D",1,1,"D",1.35,4,6.85,1.4,3.5,5.6,NA,NA,NA,NA,NA,NA
"417","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","SP2","27/04/02","Poli Ejido","Xerez",1,1,"D",0,1,"A",2.6,2.65,2.65,2.55,2.6,2.55,NA,NA,NA,NA,NA,NA
"419","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","SP2","27/04/02","Elche","Extremadura",0,0,"D",0,0,"D",1.73,3.2,4,1.7,3,3.9,NA,NA,NA,NA,NA,NA
"421","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","SP2","28/04/02","Albacete","Burgos",2,1,"H",1,0,"H",2,2.8,3.5,2.1,2.7,3.1,NA,NA,NA,NA,NA,NA
"423","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424","SP2","28/04/02","Badajoz","Eibar",0,1,"A",0,0,"D",2,2.7,3.7,2.1,2.6,3.3,NA,NA,NA,NA,NA,NA
"425","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","SP2","28/04/02","Cordoba","Santander",0,4,"A",0,1,"A",2.7,2.7,2.5,2.6,2.6,2.5,NA,NA,NA,NA,NA,NA
"427","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","SP2","28/04/02","Murcia","Oviedo",1,1,"D",1,0,"H",2.65,2.75,2.5,2.55,2.65,2.5,NA,NA,NA,NA,NA,NA
"429","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","SP2","28/04/02","Numancia","Jaen",1,0,"H",0,0,"D",1.85,3,3.7,1.9,2.9,3.2,NA,NA,NA,NA,NA,NA
"431","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","SP2","28/04/02","Recreativo","Leganes",1,2,"A",1,0,"H",1.48,3.45,5.75,1.55,3,5,NA,NA,NA,NA,NA,NA
"433","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","SP2","28/04/02","Salamanca","Levante",0,1,"A",0,0,"D",1.85,3,3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","SP2","28/04/02","Sp Gijon","Ferrol",5,3,"H",4,1,"H",1.9,2.75,4,1.9,2.7,3.6,NA,NA,NA,NA,NA,NA
"437","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438","SP2","04/05/02","Eibar","Numancia",2,0,"H",0,0,"D",2,2.8,3.5,2.1,2.8,3,NA,NA,NA,NA,NA,NA
"439","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","SP2","04/05/02","Extremadura","Murcia",0,2,"A",0,2,"A",1.95,2.9,3.5,1.85,2.8,3.5,NA,NA,NA,NA,NA,NA
"441","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","SP2","04/05/02","Gimnastic","Poli Ejido",2,2,"D",2,1,"H",1.98,2.9,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","SP2","04/05/02","Jaen","Albacete",1,0,"H",0,0,"D",2.1,2.95,3.05,2.1,3,2.8,NA,NA,NA,NA,NA,NA
"445","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","SP2","04/05/02","Leganes","Sp Gijon",0,2,"A",0,1,"A",2.15,2.8,3.12,2.2,2.7,2.9,NA,NA,NA,NA,NA,NA
"447","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","SP2","04/05/02","Santander","Elche",0,0,"D",0,0,"D",1.68,3.1,4.45,1.65,2.9,4.4,NA,NA,NA,NA,NA,NA
"449","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","SP2","04/05/02","Xerez","Salamanca",0,2,"A",0,1,"A",1.6,3.15,5,1.6,3,4.5,NA,NA,NA,NA,NA,NA
"451","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","SP2","05/05/02","Burgos","Cordoba",0,1,"A",0,1,"A",2.1,2.65,3.45,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","SP2","05/05/02","Levante","Recreativo",0,1,"A",0,0,"D",2.68,2.8,2.42,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","SP2","05/05/02","Oviedo","Ath Madrid",2,3,"A",1,1,"D",2.25,2.85,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","SP2","05/05/02","Ferrol","Badajoz",1,0,"H",1,0,"H",2.05,2.55,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","SP2","11/05/02","Ath Madrid","Extremadura",3,2,"H",2,1,"H",1.7,3.6,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","SP2","11/05/02","Cordoba","Jaen",2,1,"H",1,1,"D",1.85,3.2,3.65,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","SP2","11/05/02","Gimnastic","Xerez",2,1,"H",2,0,"H",2.7,3,2.35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","SP2","11/05/02","Recreativo","Salamanca",2,0,"H",2,0,"H",1.5,3.5,5.65,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","SP2","11/05/02","Sp Gijon","Levante",0,1,"A",0,1,"A",1.8,3.35,3.65,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","SP2","12/05/02","Albacete","Eibar",0,0,"D",0,0,"D",1.95,2.85,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472","SP2","12/05/02","Badajoz","Leganes",3,2,"H",2,1,"H",1.83,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","SP2","12/05/02","Poli Ejido","Oviedo",3,0,"H",1,0,"H",2.1,3.1,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476","SP2","12/05/02","Elche","Burgos",2,0,"H",1,0,"H",1.65,3.2,4.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478","SP2","12/05/02","Murcia","Santander",0,0,"D",0,0,"D",2.8,2.8,2.42,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480","SP2","12/05/02","Numancia","Ferrol",4,0,"H",3,0,"H",1.7,3.2,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482","SP2","18/05/02","Ferrol","Albacete",2,0,"H",1,0,"H",2,2.6,3.95,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","SP2","19/05/02","Burgos","Murcia",0,1,"A",0,0,"D",2.25,2.85,2.9,NA,NA,NA,NA,NA,NA,2.2,2.8,3.1
"485","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","SP2","19/05/02","Eibar","Cordoba",2,1,"H",1,0,"H",1.96,2.75,3.78,NA,NA,NA,NA,NA,NA,1.95,3,3.4
"487","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488","SP2","19/05/02","Extremadura","Poli Ejido",1,1,"D",1,0,"H",2.05,2.95,3.22,NA,NA,NA,NA,NA,NA,2.1,2.95,3.1
"489","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490","SP2","19/05/02","Jaen","Elche",0,1,"A",0,0,"D",2.35,3.35,2.42,NA,NA,NA,NA,NA,NA,2.2,3.4,2.55
"491","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492","SP2","19/05/02","Leganes","Numancia",0,1,"A",0,1,"A",2.3,2.5,3.3,NA,NA,NA,NA,NA,NA,2.3,2.45,3.4
"493","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494","SP2","19/05/02","Levante","Badajoz",0,1,"A",0,0,"D",1.98,2.8,3.65,NA,NA,NA,NA,NA,NA,1.83,2.8,4.33
"495","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496","SP2","19/05/02","Oviedo","Gimnastic",0,2,"A",0,1,"A",2.22,3.4,2.55,NA,NA,NA,NA,NA,NA,2.25,3.25,2.6
"497","SP2","19/05/02","Santander","Ath Madrid",1,0,"H",0,0,"D",2,2.85,3.5,NA,NA,NA,NA,NA,NA,2,2.8,3.55
"498","SP2","19/05/02","Recreativo","Xerez",2,1,"H",1,1,"D",1.88,2.95,3.75,NA,NA,NA,NA,NA,NA,1.95,2.7,3.9
"499","SP2","19/05/02","Salamanca","Sp Gijon",1,2,"A",0,2,"A",2.15,2.75,3.25,NA,NA,NA,NA,NA,NA,2.1,2.8,3.3
"500","SP2","25/05/02","Albacete","Leganes",1,2,"A",1,1,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","SP2","25/05/02","Ath Madrid","Burgos",1,1,"D",1,1,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","SP2","25/05/02","Badajoz","Salamanca",2,2,"D",1,1,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","SP2","25/05/02","Cordoba","Ferrol",1,1,"D",0,0,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","SP2","25/05/02","Poli Ejido","Santander",1,0,"H",0,0,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505","SP2","25/05/02","Elche","Eibar",0,0,"D",0,0,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506","SP2","25/05/02","Gimnastic","Extremadura",3,1,"H",0,0,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507","SP2","25/05/02","Murcia","Jaen",3,0,"H",0,0,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508","SP2","25/05/02","Numancia","Levante",1,2,"A",0,1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","SP2","25/05/02","Sp Gijon","Recreativo",3,1,"H",0,0,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510","SP2","25/05/02","Xerez","Oviedo",2,1,"H",0,1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
